STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
KPUM,Pumpkin Vine,WY,M,y,41.033,-105.45,7998.69
KPUW,Pullman/Moscow Rgnl,WA,P,y,46.76,-117.12,2552.49
KPVB,Platteville Municipal Airport,WI,C,y,42.6894,-90.4444,1024
KPVC,Provincetown Automatic Weather Observing/Reporting,MA,E,y,42.01,-70.2,6.562
KPVD,Providence, Green State Airport,RI,E,y,41.73,-71.43,65.945
KPVJ,Pauls Valley Municipal Airport,OK,C,y,34.711,-97.223,967.848
KPVU,Provo Muni (awos),UT,M,y,40.23,-111.72,4491.47
KPVW,Hale County Airport,TX,C,y,34.168,-101.717,3372.7
KPWA,Oklahoma City, Wiley Post Airport,OK,C,y,35.54,-97.65,1299.21
KPWC,Pine River Regional Airport,MN,C,y,46.72,-94.38,1295.93
KPWG,Mc Gregor Automatic Weather Observing / Reporting,TX,C,y,31.49,-97.32,590.551
KPWK,Chicago Executive Airport,IL,C,y,42.11,-87.9,646.325
KPWM,Portland International Jetport,ME,E,y,43.65,-70.301,79.068
KPWT,Bremerton Ntnl Awos,WA,P,y,47.48,-122.77,449.475
KPYM,Plymouth Municipal Airport,MA,E,y,41.91,-70.73,147.638
KPYX,Perryton,TX,C,y,36.414,-100.75,2919.95
KPZQ,Presque Isle County Airport,MI,E,y,45.4,-83.817,669.291
KQAO,Military Site, ,U,n,0,0,
KQUK,Military Site-Camp Bondsteel, ,U,n,0,0,
KRAC,Racine, Batten International Airport,WI,C,y,42.76,-87.81,672.572
KRAD,Warroad Automatic Weather Observing/Reporting Sys,MN,C,y,48.9333,-95.3333,
KRAL,Riverside Municipal,CA,P,y,33.95,-117.45,839.895
KRAP,Rapid City Regional Airport,SD,M,y,44.05,-103.07,3160.1
KRAS,Mustang Beach Airport,TX,C,y,27.817,-97.083,6.562
KRBD,Dallas Executive Airport,TX,C,y,32.69,-96.87,659.449
KRBG,Roseburg Municipal,OR,P,y,43.23,-123.35,524.934
KRBL,Red Bluff Municipal,CA,P,y,40.15,-122.25,349.081
KRBO,Nueces County Airport,TX,C,y,27.779,-97.691,78.74
KRCA,Ellsworth Air Force Base,SD,M,y,44.15,-103.1,3214.9
KRCE,Clarence E Page Municipal Airport,OK,C,Y,35.4881,-97.8236,1354
KRCM,Skyhaven Airport,MO,C,y,38.784,-93.803,798
KRCR,Fulton County Airport,IN,E,y,41.0655,-86.1817,790
KRCS,Ladysmith,WI,C,y,0,0,
KRCX,Rusk County Airport,WI,C,y,45.483,-91,1236.88
KRDD,Redding Municipal,CA,P,y,40.51,-122.3,501.969
KRDG,Reading Regional/Carl A. Spaatz Field Airport,PA,E,y,40.39,-75.97,340.879
KRDK,Red Oak,IA,C,y,41.02,-95.27,1043.31
KRDM,Redmond (awos),OR,P,y,44.28,-121.15,3050.85
KRDR,Grand Forks Air Force Base,ND,C,y,47.933,-97.383,905.84
KRDU,Raleigh-Durham International Airport,NC,E,y,35.88,-78.78,416.01
KREO,Rome,OR,M,y,42.58,-117.89,4049.87
KRFD,Chicago Rockford International Airport,IL,C,y,42.21,-89.1,732.94
KRFI,Rusk County Airport,TX,C,y,32.1417,-94.8517,442
KRGK,Red Wing Municipal Airport,MN,C,y,44.59,-92.49,784.121
KRHI,Rhinelander-Oneida County Airport,WI,C,y,45.63,-89.47,1663.39
KRHP,Andrews-Murphy Airport,NC,E,y,35.19,-83.86,1699.47
KRHV,San Jose/Reid/Hillv,CA,P,y,37.34,-121.82,134.514
KRIC,Richmond International Airport,VA,E,y,37.51,-77.31,164.042
KRIL,Rifle/Garfield Rgnl,CO,M,y,39.54,-107.72,5547.9
KRIV,March AFB/Riverside,CA,P,y,33.89,-117.27,1516.08
KRIW,Riverton Regional Airport,WY,M,y,43.05,-108.45,5456.04
KRKD,Rockland / Knox Automatic Weather Observing,ME,E,y,44.08,-69.12,55.774
KRKP,Rockport, Aransas County Airport,TX,C,y,28.09,-97.05,26.247
KRKR,Poteau/Robert S. Kerr Airport,OK,C,y,35.022,-94.621,452.756
KRKS,Rock Springs,WY,M,y,41.61,-109.07,6741.14
KRME,Rome Griffiss Airfield,NY,E,y,43.234,-75.407,504
KRMG,Rome, R. B. Russell Airport,GA,E,y,34.36,-85.17,639.108
KRMN,Stafford Regional Airport,VA,E,y,38.4,-77.45,213.255
KRMY,Marshall, Brooks Field Airport,MI,E,y,42.24,-84.96,941.601
KRND,Randolph Air Force Base,TX,C,y,29.533,-98.283,754.921
KRNH,New Richmond Municipal Airport,WI,C,y,45.148,-92.538,997.375
KRNM,Ramona Airport,CA,P,y,33.04,-116.91,1391.08
KRNO,Reno Tahoe International Airport,NV,P,y,39.4839,-119.771,4493.11
KRNP,Owosso Community Airport,MI,E,y,42.993,-84.139,734.908
KRNT,Renton Municipal,WA,P,y,47.51,-122.22,32.808
KROA,Roanoke Regional Airport,VA,E,y,37.33,-79.97,1148.95
KROC,Greater Rochester International Airport,NY,E,y,43.12,-77.67,600.066
KROG,Rogers Automatic Weather Observing / Reporting Sys,AR,C,y,36.38,-94.11,1361.55
KROS,Rush City Regional Airport,MN,C,y,45.698,-92.953,921.916
KROW,Roswell/Industrial,NM,M,y,33.31,-104.51,3648.95
KROX,Roseau Municipal Automatic Weather Observing,MN,C,y,48.86,-95.69,1059.71
KRPD,Rice Lake Regl - Carls Field Airport,WI,C,y,45.51,-91.73,1138.45
KRPE,Sabine Pass,TX,C,y,29.7,-93.95,9.843
KRPH,Graham Municipal Airport,TX,C,y,33.11,-98.555,1122.05
KRPJ,Rochelle Muni-Koritz Field Airport,IL,C,y,41.89,-89.08,780.84
KRQB,Big Rapids, Roben-Hood Airport,MI,E,y,43.72,-85.5,990.814
KRQE,Window Rock (was P34),AZ,M,n,35.657,-109.061,6738.85
KRQO,El Reno Municipal Air Park,OK,C,y,35.4725,-98.0056,
KRRL,Merrill Municipal Airport,WI,C,y,45.2,-89.71,1315.62
KRRT,Warroad International Memorial Airport,MN,C,y,48.94,-95.35,1072.83
KRSL,Russell Municipal Airport,KS,C,y,38.87,-98.81,1863.84
KRSN,Ruston Regional Airport,LA,C,y,32.5144,-92.5883,
KRST,Rochester International Airport,MN,C,y,43.93,-92.5,1304.13
KRSV,Robinson Municipal Airport,IL,C,y,39.016,-87.65,462.598
KRSW,Fort Myers, SW Florida Intl Airport,FL,E,y,26.54,-81.76,29.528
KRTN,Raton Municipal Crews Field,NM,M,y,36.74,-104.5,6349.08
KRUE,Russellville Municipal Airport,AR,C,y,35.26,-93.09,403.543
KRUQ,Salisbury, Rowan County Airport,NC,E,y,35.65,-80.517,774.278
KRUT,Rutland-Southern Vermont Regional Airport,VT,E,y,43.54,-72.95,807.087
KRVS,Tulsa, Jones Jr. Airport,OK,C,y,36.04,-95.98,633.202
KRWF,Redwood Falls Municipal Airport,MN,C,y,44.55,-95.08,1023.62
KRWI,Rocky Mount-Wilson Regional Airport,NC,E,y,35.86,-77.88,164.042
KRWL,Rawlins Municipal,WY,M,y,41.8,-107.2,6735.89
KRWV,Caldwell Municipal Airport,TX,C,y,30.517,-96.7,1279.53
KRXE,Rexburg-Madison County Airport,ID,M,y,43.83,-111.81,4858.92
KRYT,Krout Airport,PA,E,y,0,0,
KRYV,Watertown,WI,C,y,43.17,-88.72,833.333
KRYY,Marietta, Cobb County-McCollum Field Airport,GA,E,y,34.013,-84.599,1040.03
KRZN,Siren, Burnett County Airport,WI,C,y,45.823,-92.373,987.533
KRZZ,Roanoke Rapids, Halifax County Airport,NC,E,y,36.44,-77.71,252.625
KS14,Spencer,ID,P,y,44.3,-112.1,5882.55
KS47,Tillamook Municipal Airport,OR,P,y,45.417,-123.817,36.089
KS58,South Timbalier,LA,C,y,28.32,-90.35,3.281
KSAC,Sacramento/Executiv,CA,P,y,38.52,-121.5,15.092
KSAD,Safford Municipal,AZ,M,n,32.85,-109.64,3116.8
KSAF,Santa Fe County Municipal Airport,NM,M,y,35.62,-106.08,6344.16
KSAN,San Diego/Lindbergh,CA,P,y,32.73,-117.17,36.089
KSAR,Sparta Community-Hunter Field Airport,IL,C,y,38.15,-89.7,538.058
KSAT,San Antonio International Airport,TX,C,y,29.54,-98.47,809.055
KSAV,Savannah International Airport,GA,E,y,32.14,-81.2,45.932
KSAW,Gwinn, Sawyer Airport,MI,E,y,46.354,-87.394,1253.28
KSAZ,Staples Municipal Airport,MN,C,y,46.38,-94.81,1286.09
KSBA,Santa Barbara Muni,CA,P,y,34.44,-119.83,8.858
KSBM,Sheboygan County Memorial Airport,WI,C,y,43.78,-87.85,748.031
KSBN,South Bend Regional Airport,IN,E,y,41.71,-86.32,772.966
KSBP,San Luis Obispo,CA,P,y,35.24,-120.64,216.535
KSBS,Steamboat Springs,CO,M,y,40.48,-106.82,7050.52
KSBY,Salisbury-Wicomico County Regional Airport,MD,E,y,38.34,-75.5,49.869
KSCF,SOUTH MARSH 268, ,C,Y,29.116,91.871,0
KSCH,Schenectady Airport,NY,E,y,42.86,-73.93,331.037
KSCK,Stockton Metro,CA,P,y,37.91,-121.25,21.982
KSDA,Shenandoah Municipal,IA,C,y,40.75,-95.42,971.129
KSDB,Sandberg (aut),CA,P,y,34.76,-118.73,4517.06
KSDF,Louisville, Standiford Field,KY,E,y,38.19,-85.73,480.971
KSDL,Scottsdale Muni,AZ,M,n,33.61,-111.91,1509.19
KSDM,San Diego/Brown Fld,CA,P,y,32.58,-116.98,522.966
KSDY,Sidney-Richland,MT,M,y,47.73,-104.18,1984.91
KSEA,Seattle-Tacoma Intl Airport,WA,P,y,47.44,-122.31,383.858
KSEE,San Diego/Gillespie,CA,P,y,32.83,-116.97,383.858
KSEG,Selinsgrove, Penn Valley Airport,PA,E,y,40.82,-76.86,443.898
KSEP,Stephenville / Clark Field Municipal Airport,TX,C,y,32.215,-98.178,1308.07
KSET,St. Charles County Smartt Airport,MO,C,y,38.931,-90.433,436.352
KSEZ,Sedona Airport,AZ,M,N,34.8486,-111.788,4830
KSFB,Orlando / Sanford Airport,FL,E,y,28.78,-81.24,55.118
KSFF,Spokane/Felts Field,WA,P,y,47.68,-117.32,2001.31
KSFM,Sanford Municipal Automatic Weather Observing,ME,E,y,43.4,-70.7,242.782
KSFO,San Francisco Intl Airport,CA,P,y,37.62,-122.37,7.874
KSFQ,Suffolk Municipal Airport,VA,E,y,36.68,-76.6,72.178
KSFY,Tri-Township Airport,IL,C,y,42.05,-90.1,616.798
KSFZ,Smithfield,RI,E,y,41.91,-71.4,439.633
KSGF,Springfield-Branson National Airport,MO,C,y,37.23,-93.38,1258.86
KSGH,Springfield-Beckley Municipal Airport,OH,E,y,39.833,-83.833,1060.04
KSGJ,St. Augustine Airport,FL,E,y,29.97,-81.33,9.843
KSGR,Houston, Sugar Land Municipal / Hull Field Airport,TX,C,y,29.62,-95.65,82.021
KSGS,South St. Paul Municipal-Richard E,MN,C,y,44.85,-93.15,820.21
KSGT,Stuttgart Automatic Weather Observing / Reporting,AR,C,y,34.61,-91.57,223.097
KSGU,Saint George (awos),UT,M,y,37.09,-113.6,2939.63
KSHD,Staunton / Shenandoah,VA,E,y,38.28,-78.85,1200.79
KSHL,Sheldon,IA,C,y,43.22,-95.83,1417.32
KSHN,Shelton/Sanderson,WA,P,y,47.23,-123.15,278.871
KSHR,Sheridan Co. Arpt,WY,M,y,44.78,-106.97,3963.91
KSHV,Shreveport Regional Airport,LA,C,y,32.45,-93.83,253.937
KSIB,Sibley Peak,WY,M,y,42.433,-105.033,4888.45
KSIF,Shiloh Airport,NC,E,y,0,0,
KSIY,Montague/Siskiyou,CA,P,y,41.79,-122.47,2634.84
KSJC,San Jose International Airport,CA,P,y,37.37,-121.93,51.837
KSJN,St. Johns Air Park,AZ,M,n,34.52,-109.38,5731.63
KSJT,San Angelo, Mathis Field,TX,C,y,31.37,-100.5,1916.01
KSJX,Beaver Island Airport,MI,E,y,45.7,-85.57,669.291
KSKA,Fairchild AFB,WA,P,y,47.62,-117.65,2437.99
KSKF,Port San Antonio,TX,C,y,29.383,-98.583,682.087
KSKL,Skyline,WY,M,y,41.13,-106.57,
KSKX,Taos Muni Apt(awos),NM,M,y,36.46,-105.67,7089.9
KSLB,Storm Lake,IA,C,y,42.6,-95.23,1489.5
KSLC,Salt Lake City International,UT,M,y,40.79,-111.97,4222.11
KSLE,Salem/Mcnary,OR,P,y,44.93,-123.02,200.131
KSLG,Siloam Springs Automatic Weather Observing/Report,AR,C,y,36.19,-94.49,1194.23
KSLH,Cheboygan Co Airport,MI,E,y,45.65,-84.52,639.764
KSLI,Los Alamitos Aaf,CA,P,y,33.79,-118.05,36.089
KSLK,Saranac Lake, Adirondack Regional Airport,NY,E,y,44.39,-74.2,1706.04
KSLN,Salina Municipal Airport,KS,C,y,38.8,-97.65,1271
KSLO,Salem-Leckrone,IL,C,y,38.65,-88.97,570.866
KSLR,Sulphur Springs Municipal Airport,TX,C,y,33.167,-95.617,488.845
KSME,Somerset-Pulaski County-J.T. Wilson Field Airport,KY,E,y,37.055,-84.614,928.478
KSMF,Sacramento Metro,CA,P,y,38.7,-121.6,22.966
KSMN,Salmon/Lemhi (awos),ID,M,y,45.12,-113.88,4045.28
KSMO,Santa Monica Muni,CA,P,y,34.03,-118.45,173.885
KSMP,Stampede Pass(amos),WA,P,y,47.29,-121.33,3958
KSMQ,Somerville, Somerset Airport,NJ,E,y,40.624,-74.669,104.987
KSMX,Santa Maria Public,CA,P,y,34.91,-120.45,253.937
KSNA,Santa Ana/John-Wayne,CA,P,y,33.68,-117.88,33.136
KSNC,Chester,CT,E,y,41.3839,-72.5058,
KSNK,Winston Field Airport,TX,C,y,32.693,-100.95,2431.1
KSNL,Shawnee Municipal Airport,OK,C,y,35.36,-96.94,1072.83
KSNS,Salinas Municipal,CA,P,y,36.66,-121.61,51.837
KSNT,Stanley Ranger Station,ID,M,y,44.17,-114.93,6496.06
KSNY,Sidney Municipal Airport,NE,M,y,41.11,-102.98,4291.01
KSOA,Sonora Municipal Airport,TX,C,y,30.583,-100.65,2139.11
KSOP,Southern Pines Automatic Weather Observing/Report,NC,E,y,35.24,-79.41,462.598
KSOW,Show Low Municipal,AZ,M,n,34.28,-110,6410.76
KSPB,Scappoose Industrial Apk (1s4),OR,P,y,45.769,-122.862,52.493
KSPD,Springfield/Comanche Natl Grass,CO,M,y,37.28,-102.61,4379.92
KSPF,Black Hills Airport-Clyde Ice Field,SD,M,y,44.4803,-103.783,3931
KSPG,St. Petersburg, Whitted Airport,FL,E,y,27.77,-82.63,7.874
KSPI,Springfield, Capital Airport,IL,C,y,39.86,-89.67,585.958
KSPL,South Padre Island Heliport,TX,C,y,26.0706,-97.1572,10
KSPS,Wichita Falls, Sheppard Air Force Base,TX,C,y,33.98,-98.48,1026.9
KSPW,Spencer Municipal Airport,IA,C,y,43.17,-95.21,1338.58
KSQI,Sterling Rock Falls,IL,C,y,41.75,-89.67,646.325
KSQL,San Carlos Airport,CA,P,y,37.53,-122.25,3.281
KSRE,Seminole Municipal Airport,OK,C,y,35.2744,-96.675,1024
KSRN,South Marsh 268A,LA,C,y,29.117,-91.867,3.281
KSRQ,Sarasota-Bradenton Intl Airport,FL,E,y,27.4,-82.55,32.808
KSRR,Ruidoso Regional,NM,M,y,33.36,-105.67,6817.58
KSSC,Shaw Air Force Base,SC,E,y,33.98,-80.47,243.11
KSSF,San Antonio, Stinson Municipal Airport,TX,C,y,29.33,-98.47,577.428
KSSI,Brunswick/Malcom-McKinnon,GA,E,y,31.15,-81.38,14.108
KSTC,St. Cloud Regional Airport,MN,C,y,45.55,-94.07,1021
KSTE,Stevens Point Municipal Airport,WI,C,y,44.55,-89.53,1108.92
KSTF,George M Bryan Airport,MS,C,y,33.4331,-88.8486,333
KSTJ,Rosecrans Memorial Airport near St Joseph,MO,C,y,39.77,-94.91,256.89
KSTK,Sterling Municipal Airport,CO,M,y,40.6153,-103.265,4040
KSTL,Lambert-St. Louis International Airport,MO,C,y,38.76,-90.37,567.913
KSTP,St. Paul Downtown Holman Field,MN,C,y,44.94,-93.05,721.129
KSTS,Santa Rosa (awos),CA,P,y,38.51,-122.81,124.672
KSUA,Stuart, Witham Field Airport,FL,E,y,27.182,-80.221,19.685
KSUE,Sturgeon Bay,WI,C,y,44.84,-87.37,725.066
KSUN,Hailey/Friedman Mem,ID,M,y,43.51,-114.3,5314.96
KSUS,Spirit Of St. Louis Airport,MO,C,y,38.66,-90.63,461.942
KSUT,Brunswick County Airport,NC,E,y,33.93,-78.07,26.247
KSUU,Travis AFB/Fairfield,CA,P,y,38.28,-121.93,68.898
KSUW,Superior, Richard I. Bong Airport,WI,C,y,46.69,-92.095,675.853
KSUX,Sioux Gateway Airport,IA,C,y,42.41,-96.38,1102.03
KSVC,Silver City/Grant,NM,M,y,32.64,-108.16,5376.97
KSVH,Statesville Municipal Airport,NC,E,y,35.76,-80.96,964.567
KSVN,Hunter U. S. Army Airfield,GA,E,y,32.03,-81.15,42.651
KSWF,Newburgh / Stewart,NY,E,y,41.51,-74.1,581.037
KSWO,Stillwater Regional Airport,OK,C,y,36.16,-97.09,1010.5
KSWW,Sweetwater,TX,C,y,32.47,-100.47,2385.17
KSXT,Sexton Summit(amos),OR,P,y,42.62,-123.37,3832.02
KSYN,Stanton Airfield,MN,C,y,44.467,-93.017,918.635
KSYR,Syracuse Hancock International Airport,NY,E,y,43.12,-76.12,403.871
KSZL,Whiteman Air Force Base,MO,C,y,38.733,-93.567,836.942
KSZT,Sandpoint Airport,ID,M,y,48.3,-116.55,2125.98
KT43,T P McCampbell Airport,TX,C,y,27.91,-97.21,
KT47,Kickapoo Downtown Airport,TX,C,y,33.858,-98.49,998
KT62,Tooele,UT,M,y,40.317,-112.3,5341.21
KT65,Weslaco,TX,C,y,26.167,-97.967,68.898
KT82,Fredericksburg,TX,C,y,30.244,-98.91,1696.19
KTAD,Trinidad/Animas Co.,CO,M,y,37.26,-104.33,5745.08
KTAN,Taunton,MA,E,y,41.89,-71.02,42.651
KTAZ,Taylorville Municipal Airport,IL,C,y,39.53,-89.33,623.36
KTBN,Fort Leonard Wood,MO,C,y,37.733,-92.15,1151.9
KTBR,Statesboro-Bulloch County Airport,GA,E,y,32.482,-81.737,187.008
KTCC,Tucumcari Municipal,NM,M,y,35.19,-103.6,4050.85
KTCL,Tuscaloosa Regional Airport,AL,C,y,33.23,-87.62,186.024
KTCM,Mc Chord AFB/Tacoma,WA,P,y,47.16,-122.48,285.105
KTCS,Truth Or Consequenc,NM,M,y,33.23,-107.27,4850.07
KTDF,Roxboro, Person County Airport,NC,E,y,36.285,-78.984,610.236
KTDO,Toledo-Winlock Mem,WA,P,y,46.48,-122.8,370.735
KTDZ,Toledo, Metcalf Field,OH,E,y,41.56,-83.48,620.079
KTEB,Teterboro Airport,NJ,E,y,40.86,-74.05,9.843
KTEW,Mason Jewett Field Airport,MI,E,y,42.57,-84.42,918.635
KTEX,Telluride Regional,CO,M,y,37.94,-107.77,9084.65
KTFP,T P McCampbell Airport,TX,C,y,27.91,-97.21,
KTHV,York Airport,PA,E,y,39.92,-76.87,472.441
KTIF,Thomas County Airport,NE,C,y,41.962,-100.569,2926.51
KTIK,Tinker Air Force Base,OK,C,y,35.417,-97.383,1259.84
KTIP,Rantoul Natl Avn Cntr-Frank Elliot Field Airport,IL,C,y,40.29,-88.14,738.189
KTIW,Tacoma Narrows,WA,P,y,47.28,-122.58,298.556
KTIX,Titusville,FL,E,y,28.52,-80.8,36.089
KTKC,Tracy Municipal Airport,MN,C,y,44.249,-95.607,1338.58
KTKI,Collin County Regional Airport,TX,C,y,33.18,-96.59,577.428
KTKV,Tomahawk Regional Airport,WI,C,y,45.469,-89.806,1486.22
KTLH,Tallahassee Regional Airport,FL,E,y,30.4,-84.35,68.898
KTMB,Miami, Kendall-Tamiami Executive Airport,FL,E,y,25.65,-80.43,9.843
KTMH,Twenty Mile Hill,WY,M,y,43.12,-106.33,
KTNB,Boone, Watauga County Hospital Heliport,NC,E,y,36.199,-81.651,3146.32
KTNU,Newton Municipal,IA,C,y,41.68,-93.02,951.444
KTOA,Torrance Municipal,CA,P,y,33.8,-118.33,104.987
KTOB,Dodge Center Airport,MN,C,y,44.018,-92.831,1305.77
KTOI,Troy Municipal Airport,AL,C,y,31.86,-86.01,394.029
KTOL,Toledo Express Airport,OH,E,y,41.61,-83.8,668.963
KTOP,Topeka, Philip Billard Municipal Airport,KS,C,y,39.08,-95.62,883.858
KTOR,Torrington Muni,WY,M,y,42.06,-104.15,4202.76
KTPA,Tampa International Airport,FL,E,y,27.97,-82.53,9.843
KTPF,Peter O Knight Airport,FL,E,y,27.9156,-82.4493,8
KTPH,Tonopah Airport,NV,P,y,38.0603,-117.087,5430.12
KTPL,Temple / Miller Automatic Weather Observing/Report,TX,C,y,31.15,-97.42,698.819
KTQE,Tekamah Municipal Airport,NE,C,y,41.71,-96.1,1023.62
KTQH,Tahlequah Municipal Airport,OK,C,y,35.93,-95,872.703
KTRI,Tri-Cities Airport,TN,E,y,36.48,-82.4,1500
KTRK,Truckee-Tahoe,CA,P,y,39.33,-120.13,5898.95
KTRL,Terrell Municipal Airport,TX,C,y,32.71,-96.27,472.441
KTRM,Thermal Airport,CA,P,y,33.64,-116.17,-111.877
KTSP,Tehachapi Municipal Airport,CA,P,y,35.135,-118.439,4001
KTTA,Sanford-Lee County Regional Airport,NC,E,y,35.58,-79.1,246.063
KTTD,Portland/Troutdale,OR,P,y,45.55,-122.4,36.089
KTTF,Monroe, Custer Airport,MI,E,y,41.94,-83.43,616.798
KTTN,Trenton, Mercer County Airport,NJ,E,y,40.29,-74.82,212.927
KTTS,NASA Shuttle Landing Facility,FL,E,y,28.62,-80.72,9.843
KTUL,Tulsa International Airport,OK,C,y,36.2,-95.88,649.934
KTUP,Tupelo Regional Airport,MS,C,y,34.28,-88.77,360.892
KTUS,Tucson Intl Airport,AZ,M,n,32.12,-110.93,2548.89
KTVC,Traverse City, Cherry Capital Airport,MI,E,y,44.73,-85.58,618.11
KTVF,Thief River Automatic Weather Observing/Reporting,MN,C,y,48.08,-96.18,1115.49
KTVK,Centerville Municipal Airport,IA,C,y,40.6839,-92.901,1028
KTVL,South Lake Tahoe,CA,P,y,38.91,-120,6263.12
KTVR,Vicksburg / Tallulah Regional Airport,LA,C,y,32.35,-91.03,75.459
KTWF,Twin Falls/Joslin,ID,M,y,42.48,-114.48,4255.25
KTWM,Two Harbors,MN,C,y,47.05,-91.75,1076.11
KTXK,Texarkana Regional-Webb Field,AR,C,y,33.46,-94,360.892
KTYQ,Indianapolis Executive Airport,IN,E,y,40.0306,-86.2514,922
KTYR,Tyler Pounds Field,TX,C,y,32.35,-95.4,533.136
KTYS,Knoxville, McGhee Tyson Airport,TN,E,y,35.81,-83.98,961.942
KTZR,Columbus, Bolton Field Airport,OH,E,y,39.9,-83.13,918.635
KU24,Delta,UT,M,y,39.34,-112.59,4639.11
KU28,Green River Range,UT,M,y,39.01,-110.15,4071.52
KU31,Austin,NV,P,y,39.5,-117.083,6607.61
KU78,Soda Springs/Tigert,ID,M,y,42.66,-111.58,5839.9
KUAO,Aurora State,OR,P,y,45.25,-122.77,196.85
KUBE,Cumberland Municipal Airport,WI,C,y,45.506,-91.9811,1241
KUCA,Utica, Oneida County Airport,NY,E,y,43.16,-75.38,711.942
KUCP,New Castle Municipal Airport,PA,E,Y,41.0254,-80.4134,1070
KUDG,Darlington County Jetport Airport,SC,E,y,34.45,-79.883,193.57
KUES,Waukesha County Airport,WI,C,y,43.01,-88.2,931.759
KUGN,Chicago / Waukegan, Waukegan Regional Airport,IL,C,y,42.42,-87.87,728.346
KUIL,Quillayute State,WA,P,y,47.96,-124.55,179.134
KUIN,Quincy Regional-Baldwin Field Airport,IL,C,y,39.94,-91.2,763.123
KUKF,North Wilkesboro, Wilkes County Airport,NC,E,y,36.22,-81.1,1299.21
KUKI,Ukiah Muni (awos),CA,P,y,39.14,-123.2,619.094
KUKL,Coffey County Airport,KS,C,Y,38.3,-95.717,1174.54
KUKT,Quakertown Airport,PA,E,y,40.435,-75.382,524.934
KULM,New Ulm Municipal Automatic Weather Observing,MN,C,y,44.32,-94.5,1010.5
KUNO,West Plains Municipal Airport,MO,C,y,36.88,-91.9,1227.03
KUNU,Juneau, Dodge County Airport,WI,C,y,43.43,-88.7,935.039
KUNV,State College,PA,E,y,40.86,-77.83,1240.16
KUTA,Tunica Municipal Airport,MS,C,y,34.6831,-90.3472,194
KUTS,Huntsville Municipal Airport,TX,C,y,30.74,-95.59,364.173
KUUU,Newport State Airport,RI,E,y,41.54,-71.28,170.604
KUVA,Garner Field Airport,TX,C,y,29.211,-99.744,964.567
KUXL,Southland Field Airport,LS,C,y,0,0,
KUZA,Rock Hill - York County Airport,SC,E,y,34.984,-81.056,669.291
KVAD,Moody Air Force Base,GA,E,y,30.97,-83.2,232.94
KVAY,Mount Holly, South Jersey Regional Airport,NJ,E,y,39.95,-74.84,52.493
KVBG,Vandenberg AFB,CA,P,y,34.73,-120.55,396.982
KVBS,SABINE 13B, ,C,Y,29.478,93.638,0
KVBT,Bentonville Automatic Weather Observing/Reporting,AR,C,y,36.35,-94.22,1295.93
KVCB,Nut Tree Airport,CA,P,y,38.378,-121.957,111.549
KVCT,Victoria Regional Airport,TX,C,y,28.86,-96.92,115.157
KVCV,Southern California Logisitics Airport,CA,P,y,34.583,-117.383,2874.02
KVDF,Vandenberg Airport,FL,E,y,28.01,-82.35,22.966
KVDI,Vidalia Municipal Airport,GA,E,y,32.193,-82.372,275.591
KVDW,Vedauwoo,WY,M,y,41.15,-105.4,8343.18
KVEL,Vernal,UT,M,y,40.44,-109.51,5275.59
KVGT,North Las Vegas,NV,P,y,36.21,-115.2,2201.44
KVIH,Rolla National Airport,MO,C,y,38.14,-91.77,1102.03
KVIS,Visalia Muni,CA,P,y,36.33,-119.4,291.995
KVJI,Abingdon,VA,E,y,36.68,-82.03,2070.21
KVLD,Valdosta Regional Airport,GA,E,y,30.79,-83.28,200.131
KVLL,Troy,MI,E,y,42.543,-83.178,728.346
KVNP,VERMILLION 26, ,C,Y,29.467,92.369,0
KVNY,Van Nuys Airport,CA,P,y,34.21,-118.49,770.013
KVOK,Volk / Camp Douglas,WI,C,y,43.933,-90.267,918.963
KVPC,Cartersville Airport,GA,E,y,34.13,-84.85,751.312
KVPS,Valparaiso / Eglin Air Force Base,FL,C,y,30.48,-86.53,65.945
KVPZ,Valparaiso, Porter County Municipal Airport,IN,C,y,41.45,-87.01,790.682
KVQQ,Jacksonville, Cecil Field Airport,FL,E,y,30.217,-81.876,88.911
KVRB,Vero Beach Municipal Airport,FL,E,y,27.65,-80.42,23.95
KVSF,Hartness State Springfield Airport,VT,E,y,43.34,-72.52,577.428
KVTA,Newark Heath Airport,OH,E,y,40.023,-82.462,882.546
KVTI,Vinton Veterans Mem Airpark Airport,IA,C,y,42.219,-92.026,846.457
KVTN,Valentine, Miller Field,NE,C,y,42.86,-100.55,2589.9
KVTP,South La Veta Pass (10,216 feet),CO,M,y,37.512,-105.171,10216.5
KVUJ,Albemarle, Stanly County Airport,NC,E,y,35.417,-80.151,610.236
KVUO,Pearson Airpark Vancouver,WA,P,y,45.62,-122.66,26.247
KVVG,The Villages,FL,E,y,28.962,-81.97,88.583
KVVV,Ortonville Municipal-Martinson Field Airport,MN,C,y,45.31,-96.42,1099.08
KVWU,Waskish Municipal Airport,MN,C,y,48.15,-94.52,1181.1
KVYS,Illinois Valley Rgnl-Walter A Duncan Field Airport,IL,C,y,41.35,-89.15,652.887
KW22,Buckhannon/Upshur Co. Reg. Airport,WV,E,y,39,-80.267,1633.86
KW60,West Cameron 560,LA,C,y,29.15,-93.35,0
KW99,Petersburg, Grant County Airport,WV,E,y,38.983,-79.133,961.286
